,Product Name,Prices,Description,Reviews
593,"POCO M2 Pro (Out of the Blue, 64 GB)","₹16,999","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories",4.3
594,"OPPO A74 5G BLACK (Fluid Black, 128 GB)","₹19,990",6 GB RAM | 128 GB ROM16.48 cm (6.49 inch) Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,4.3
595,"OPPO F17 Pro (Matte Black, 128 GB)","₹19,990",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera4015 mAh Lithium-ion BatteryMediaTek Helio P95 ProcessorIn-Display Fingerprint 3.030W VOOC Flash Charge 4.0Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,4.3
596,"IQOO Z6 5G (Chromatic Blue, 128 GB)","₹18,799",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.2
597,"REDMI Note 10S (Frost White, 128 GB)","₹18,499",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium-Ploymer BatteryMediatek Helio G95 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
598,"REDMI Note 10S (Cosmic Purple, 128 GB)","₹18,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium-Ploymer BatteryMediatek Helio G95 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
599,"REDMI 10 Prime 2022 (Bifrost Blue, 128 GB)","₹16,999",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh Battery12 Months,4.2
600,"realme 6 Pro (Lightning Blue, 128 GB)","₹18,999",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD+ Display64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera4300 mAh BatterySnapdragon 720G Processor90 Hz Ultra Smooth Display30 W Flash ChargeSide Fingerprint Sensor | Dual In Display SelfieBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,4.4
601,"realme Narzo 30 (Racing Silver, 128 GB)","₹15,499",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G95 Processor30W Charger1 Year Warranty for Mobile and 6 Months for Accessories,4.3
602,Cellecor X3,"₹1,105",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Domestic Warranty,3.3
603,Cellecor E6+,"₹1,236",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.8MP Rear Camera2750 mAh Battery1 year warranty for device and 6months warranty for accessories,3.6
604,"Tecno Pova Neo 5G (Sprint Blue, 128 GB)","₹15,659",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.27 cm (6.8 inch) Full HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryMediaTek Dimensity 810 MT6833 Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4
605,"REDMI Note 10 Pro Max (Dark Nebula, 128 GB)","₹19,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display108MP Rear Camera | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
606,"Moto G8 Plus (Cosmic Blue, 64 GB)","₹15,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP + 16MP | 25MP Front Camera4000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.3
607,"Infinix Zero 5G (Skylight Orange, 128 GB)","₹19,999",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB17.22 cm (6.78 inch) Full HD+ Display48 MP + 13 MP Portrait Lens + 2 MP Bokeh Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Dimensity 900 Processor1 Year on Handset and 6 Months on Accessories,4.2
608,GREENBERRI G370,"₹1,199",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) Display2MP Rear Camera800 mAh Battery1 YEAR,4.2
609,Cellecor E3,"₹1,061",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.8MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,3.6
610,"SAMSUNG Galaxy A13 (Blue, 64 GB)","₹14,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories from Date of Purchase,4.1
611,"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)","₹14,359",4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories,4.2
612,Cellecor E9,"₹1,007",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display1000 mAh Battery1 Year Manufacturer Warranty,3.9
613,Cellecor R50,"₹1,456",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.8MP Rear Camera2750 mAh Battery1 Year Manufacturer Warranty,4
614,"REDMI Note 10T 5G (Metallic Blue, 64 GB)","₹16,999","4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Full HD+ Display48MP Primary Camera + 2MP Macro Lens + 2MP Depth Sensor | 8MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 700 ProcessorMax GPU Frequency: 950 MHz, Supports GAME Turbo 3.0, UFS2.2 Storage, Reading Mode 3.0, 360 Degree Ambient Light Sensors, Supports 18W Fast Charging1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",4.3
615,"SAMSUNG Galaxy A23 (Peach, 128 GB)","₹19,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh Li-Ion BatteryOcta-core(EXYNOS) Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box,4.3
616,"Mi A3 (More Than White, 128 GB)","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB15.44 cm (6.08 inch) HD+ Display48MP + 8MP + 2MP | 32MP Front Camera4030 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
617,"REDMI Note 11T 5G (Stardust White, 128 GB)","₹19,990",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.3
618,"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹14,228",4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories,4.2
619,"Redmi Note 6 Pro (Black, 64 GB)","₹17,999",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
620,"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹15,265",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer for handset and 6 month for accessories,4.2
621,"realme 2 Pro (Blue Ocean, 64 GB)","₹15,990",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP | 16MP Front Camera3500 mAh Li-ion BatteryQualcomm Snapdragon 660 Octa Core 1.95GHz AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
622,"OPPO A55 (Starry Black, 64 GB)","₹18,000",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,4.3
623,"OPPO F19 (Prism Black, 128 GB)","₹15,490",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,4.3
624,"Redmi Note 7 Pro (Moonlight White, 64 GB)","₹15,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
625,"OPPO A54 (Crystal Black, 64 GB)","₹16,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,4.4
626,"Motorola One Action (Denim Blue, 128 GB)","₹16,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 5MP + 4MP | 12MP Front Camera3500 mAh BatterySamsung Exynos 9609 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
627,"Redmi Note 5 Pro (Gold, 64 GB)","₹1,105",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
628,Cellecor X3,"₹1,236",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Domestic Warranty,3.3
629,Cellecor E6+,"₹13,990",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.8MP Rear Camera2750 mAh Battery1 year warranty for device and 6months warranty for accessories,3.6
630,"SAMSUNG Galaxy M32 (Black, 64 GB)","₹15,990",4 GB RAM | 64 GB ROM16.26 cm (6.4 inch) Display64MP Rear Camera6000 mAh Battery1 Year Warranty,4.2
631,"OPPO A5 (Diamond Blue, 64 GB)","₹1,199",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
632,GREENBERRI G370,"₹1,061",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) Display2MP Rear Camera800 mAh Battery1 YEAR,4.2
633,Cellecor E3,"₹15,999",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.8MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,3.6
634,"Redmi Note 6 Pro (Blue, 64 GB)","₹19,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
635,"vivo Y56 A 5G (Black, 128 GB)","₹19,999",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMTK Dimensity 900 Processor1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessorie,4.2
636,"realme 8 Pro (Infinite Black, 128 GB)","₹19,999",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display108MP + 8MP + 2MP + 2MP | 16MP Front Camera4500 mAh BatteryQualcomm Snapdragon 720G ProcessorSuper AMOLED Display1 Year Warranty for Mobile and 6 Months for Accessories,4.4
637,"vivo Y56 A 5G (Orange, 128 GB)","₹1,007",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMTK Dimensity 900 Processor1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessorie,4.2
638,Cellecor E9,"₹1,456",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display1000 mAh Battery1 Year Manufacturer Warranty,3.9
639,Cellecor R50,"₹19,990",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.8MP Rear Camera2750 mAh Battery1 Year Manufacturer Warranty,4
640,"vivo V9 Youth (Black, 32 GB)","₹18,999",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP | 16MP Front Camera3260 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
641,"POCO X2 (Atlantis Blue, 128 GB)","₹18,990",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 730G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
642,"OPPO A9 2020 (Vanilla Mint, 128 GB)","₹18,990",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
643,"OPPO A9 2020 (Space Purple, 128 GB)","₹18,990",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
644,"OPPO A9 2020 (Marine Green, 128 GB)","₹16,990",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
645,"vivo Y21A (Midnight Blue, 64 GB)","₹19,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 8MP + 8MP Dual Front Camera5000 mAh BatteryMediatek Helio P22 Processor1 Year for Handset and 6 Months for Inbox Accessories,4.3
646,"POCO X3 Pro (Steel Blue, 128 GB)","₹1,105","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 20MP Front Camera5160 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 860 ProcessorMultiple Hands-free Voice AssistantsOne Year Warranty for Handset, 6 Months for Accessories",4.3
647,"OPPO A54 (Starry Blue, 64 GB)","₹1,236",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,4.4
648,Cellecor X3,"₹16,999",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Domestic Warranty,3.3
649,Cellecor E6+,"₹17,999",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.8MP Rear Camera2750 mAh Battery1 year warranty for device and 6months warranty for accessories,3.6
650,"REDMI 10 Prime 2022 (Astral White, 128 GB)","₹1,199",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display8MP Rear Camera6000 mAh Battery1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2
651,"SAMSUNG Galaxy A30s (Prism Crush Violet, 64 GB)","₹1,049",4 GB RAM | 64 GB ROM16.26 cm (6.4 inch) HD+ Display25MP + 5MP + 8MP | 16MP Front Camera4000 mAh Li-ion BatteryExynos 7904 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.3
652,GREENBERRI G370,"₹16,999",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) Display2MP Rear Camera800 mAh Battery1 YEAR,4.2
653,Cellecor R3+,"₹15,999",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.8MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,3.8
654,"Motorola One Action (Denim Blue, 128 GB)","₹19,969",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 5MP + 4MP | 12MP Front Camera3500 mAh BatterySamsung Exynos 9609 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
655,"Redmi Note 7 Pro (Moonlight White, 64 GB)","₹17,990",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
656,"vivo Y56 A 5G (Orange, 128 GB)","₹1,061",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMTK Dimensity 900 Processor1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessorie,4.2
657,"OPPO A54 (Starry Blue, 128 GB)","₹1,353",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,4.3
658,Cellecor E3,"₹16,999",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.8MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,3.6
659,Cellecor E10,"₹15,999",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.8MP Rear Camera2750 mAh Battery1 Year Manufacturer Warranty,3.8
660,"Redmi Note 5 Pro (Gold, 64 GB)","₹1,456",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
661,"Redmi Note 6 Pro (Blue, 64 GB)","₹13,990",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
662,Cellecor R50,"₹15,990",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.8MP Rear Camera2750 mAh Battery1 Year Manufacturer Warranty,4
663,"SAMSUNG Galaxy M32 (Black, 64 GB)","₹17,600",4 GB RAM | 64 GB ROM16.26 cm (6.4 inch) Display64MP Rear Camera6000 mAh Battery1 Year Warranty,4.2
664,"OPPO A5 (Diamond Blue, 64 GB)","₹19,990",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
665,"SAMSUNG Galaxy On6 (Blue, 64 GB)","₹18,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.22 cm (5.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera3000 mAh Battery1.6 GHz Exynos Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
666,"vivo V9 Youth (Black, 32 GB)","₹18,990",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP | 16MP Front Camera3260 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
667,"POCO X2 (Atlantis Blue, 128 GB)","₹18,990",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 730G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
668,"OPPO A9 2020 (Marine Green, 128 GB)","₹18,990",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
669,"OPPO A9 2020 (Space Purple, 128 GB)","₹16,990",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
670,"OPPO A9 2020 (Vanilla Mint, 128 GB)","₹1,105",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
671,"vivo Y21A (Midnight Blue, 64 GB)","₹1,199",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 8MP + 8MP Dual Front Camera5000 mAh BatteryMediatek Helio P22 Processor1 Year for Handset and 6 Months for Inbox Accessories,4.3
672,Cellecor X3,"₹19,990",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Domestic Warranty,3.3
673,GREENBERRI G370,"₹17,990",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) Display2MP Rear Camera800 mAh Battery1 YEAR,4.2
674,"vivo Z1x (Phantom Purple, 64 GB)","₹15,999",6 GB RAM | 64 GB ROM16.21 cm (6.38 inch) Full HD+ Display48MP + 8MP + 2MP | 32MP Front Camera4500 mAh Li-ion BatteryQualcomm Snapdragon 712 AIE Processor22.5 W Vivo Flash ChargeBrand Warranty of 1 Year Available for Mobile and 6 Months for In-box Accessories,4.5
675,"vivo Z1Pro (Sonic Blue, 64 GB)","₹15,990",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.59 cm (6.53 inch) Full HD+ Display16MP + 2MP + 8MP | 32MP Front Camera5000 mAh BatteryQualcomm Snapdragon 712 AIE Octa Core 2.3GHz ProcessorFast ChargingTriple Card SlotBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
676,"Redmi Note 6 Pro (Rose Gold, 64 GB)","₹1,236",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 Processor0 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.5
677,"vivo Z1Pro (Sonic Blue, 64 GB)","₹1,061",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.59 cm (6.53 inch) Full HD+ Display16MP + 2MP + 8MP | 32MP Front Camera5000 mAh BatteryQualcomm Snapdragon 712 AIE Octa Core 2.3GHz ProcessorFast ChargingTriple Card SlotBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
678,Cellecor E6+,"₹15,990",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.8MP Rear Camera2750 mAh Battery1 year warranty for device and 6months warranty for accessories,3.6
679,Cellecor E3,"₹15,990",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.8MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,3.6
680,"OPPO A5s (Green, 64 GB)","₹1,049",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
681,"OPPO A5s (Black, 64 GB)","₹1,353",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
682,Cellecor R3+,"₹16,999",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.8MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,3.8
683,Cellecor E10,"₹16,999",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.8MP Rear Camera2750 mAh Battery1 Year Manufacturer Warranty,3.8
684,"Honor 20i (Phantom Red, 128 GB)","₹15,990","4 GB RAM | 128 GB ROM | Expandable Upto 512 GB15.77 cm (6.21 inch) Full HD+ Display24MP + 2MP + 8MP | 32MP Front Camera3400 mAh BatteryHiSilicon Kirin 710 ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery, 3 Months for Adapter and Data Cable",4.3
685,"Honor 20i (Midnight Black, 128 GB)","₹18,990","4 GB RAM | 128 GB ROM | Expandable Upto 512 GB15.77 cm (6.21 inch) Full HD+ Display24MP + 2MP + 8MP | 32MP Front Camera3400 mAh BatteryHiSilicon Kirin 710 ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery, 3 Months for Adapter and Data Cable",4.3
